productName,HS92_code,countryTrade,worldTrade,valueRCA,sector,countryTrade_M,worldTrade_M,worldTrade_B,code,year,valuePCI
Heterocyclic compounds with nitrogen hetero-atom(s) only,2933 HS92,$1.79B,$15.0B,7.29,Chemicals,1790,15000,15,2933,1995,0.53982604
Nucleic acids and their salts,2934 HS92,$770M,$5.98B,7.72,Chemicals,770,5980,5.98,2934,1995,1.9902153999999999
Sulfonamides,2935 HS92,$97.6M,$1.13B,5.21,Chemicals,97.6,1130,1.13,2935,1995,0.18566933
Vitamins,2936 HS92,$1.38B,$5.35B,15.5,Chemicals,1380,5350,5.35,2936,1995,0.7705681999999999
Hormones,2937 HS92,$163M,$2.50B,3.97,Chemicals,163,2500,2.5,2937,1995,1.1517853
Vegetable alkaloids,2939 HS92,$163M,$1.20B,8.11,Chemicals,163,1200,1.2,2939,1995,0.41319540000000005
Antibiotics,2941 HS92,$280M,$6.84B,2.6,Chemicals,280,6840,6.84,2941,1995,0.40881014
Heparin for therapeutic use,3001 HS92,$38.0M,$721M,3.19,Chemicals,38,721,0.721,3001,1995,0.74145603
Serums and vaccines,3002 HS92,$674M,$6.47B,6.21,Chemicals,674,6470,6.47,3002,1995,0.875444
"Medicaments, not packaged",3003 HS92,$226M,$3.55B,3.81,Chemicals,226,3550,3.55,3003,1995,0.31685114
"Medicaments, packaged",3004 HS92,$4.32B,$40.6B,6.38,Chemicals,4320,40600,40.6,3004,1995,0.34078783
"Wadding, gauze and bandages",3005 HS92,$401M,$2.03B,11.9,Chemicals,401,2030,2.03,3005,1995,0.38681856
Pharmaceutical goods,3006 HS92,$128M,$3.09B,2.47,Chemicals,128,3090,3.09,3006,1995,1.3813487
Nitrogenous fertilizers,3102 HS92,$12.2M,$8.00B,0.0913,Chemicals,12.2,8000,8,3102,1995,-0.884135
Phosphatic fertilizers,3103 HS92,$42.3k,$818M,0.0031,Chemicals,0.0423,818,0.818,3103,1995,-0.7424968
Potassic fertilizers,3104 HS92,$25.7M,$4.05B,0.382,Chemicals,25.7,4050,4.05,3104,1995,-0.22177343
Mixed fertilizers,3105 HS92,$7.28M,$9.10B,0.0476,Chemicals,7.28,9100,9.1,3105,1995,-0.55952114
Synthetic organic coloring matter,3204 HS92,$1.61B,$10.9B,9.12,Chemicals,1610,10900,10.9,3204,1995,1.1384813
Other coloring matter,3206 HS92,$15.3M,$5.12B,0.184,Chemicals,15.3,5120,5.12,3206,1995,1.0109880999999998
Prepared pigments,3207 HS92,$2.08M,$1.41B,0.0934,Chemicals,2.08,1410,1.41,3207,1995,0.8752136
"Paints and varnishes, nonaqueous",3208 HS92,$131M,$5.03B,1.59,Chemicals,131,5030,5.03,3208,1995,0.90778965
"Paints and varnishes, aqueous",3209 HS92,$22.0M,$1.57B,0.846,Chemicals,22,1570,1.57,3209,1995,0.28282353
"Pigments, nonaqueous",3212 HS92,$10.3M,$822M,0.762,Chemicals,10.3,822,0.822,3212,1995,0.8207875
Glaziers' putty,3214 HS92,$162M,$2.07B,4.7,Chemicals,162,2070,2.07,3214,1995,1.0898845
Ink,3215 HS92,$212M,$2.74B,4.72,Chemicals,212,2740,2.74,3215,1995,1.6270736000000001
Essential oils,3301 HS92,$29.4M,$1.34B,1.35,Chemicals,29.4,1340,1.34,3301,1995,-1.0134557
Mixtures of odoriferous subtances,3302 HS92,$608M,$4.08B,9.01,Chemicals,608,4080,4.08,3302,1995,0.48147840000000003
Perfumes,3303 HS92,$194M,$4.50B,2.6,Chemicals,194,4500,4.5,3303,1995,-0.7253392
Make-up preparations,3304 HS92,$286M,$6.39B,2.74,Chemicals,286,6390,6.39,3304,1995,0.07683944
Hair products,3305 HS92,$23.3M,$2.62B,0.541,Chemicals,23.3,2620,2.62,3305,1995,0.019328935
Dental hygiene products,3306 HS92,$13.5M,$1.11B,0.75,Chemicals,13.5,1110,1.11,3306,1995,-0.5820466
Toiletries,3307 HS92,$94.0M,$3.41B,1.67,Chemicals,94,3410,3.41,3307,1995,0.25214234
Soap,3401 HS92,$12.3M,$1.93B,0.395,Chemicals,12.3,1930,1.93,3401,1995,-1.2659525
Cleaning products,3402 HS92,$168M,$8.36B,1.21,Chemicals,168,8360,8.36,3402,1995,0.26171473
Lubricants,3403 HS92,$39.4M,$1.83B,1.3,Chemicals,39.4,1830,1.83,3403,1995,2.2421317000000003
Artificial and prepared waxes,3404 HS92,$7.30M,$863M,0.512,Chemicals,7.3,863,0.863,3404,1995,0.53545195
Polishes and creams,3405 HS92,$18.1M,$787M,1.4,Chemicals,18.1,787,0.787,3405,1995,0.36519432
Candles,3406 HS92,$9.11M,$636M,0.942,Chemicals,9.11,636,0.636,3406,1995,-0.17926443
Casein,3501 HS92,$3.69M,$1.34B,0.165,Chemicals,3.69,1340,1.34,3501,1995,-0.06634672
Gelatin,3503 HS92,$12.6M,$816M,0.923,Chemicals,12.6,816,0.816,3503,1995,0.14374381
Peptones,3504 HS92,$21.6M,$621M,2.09,Chemicals,21.6,621,0.621,3504,1995,0.6198121999999999
Dextrins and other modified starches,3505 HS92,$2.91M,$1.25B,0.141,Chemicals,2.91,1250,1.25,3505,1995,1.4853077
Glues and adhesives,3506 HS92,$87.9M,$2.54B,2.25,Chemicals,87.9,2540,2.54,3506,1995,1.2097868
Enzymes,3507 HS92,$51.8M,$1.48B,2.09,Chemicals,51.8,1480,1.48,3507,1995,-0.26174143
Detonators,3603 HS92,$20.4M,$342M,3.57,Chemicals,20.4,342,0.342,3603,1995,0.1262531
Photographic plates,3701 HS92,$24.9M,$4.16B,0.361,Chemicals,24.9,4160,4.16,3701,1995,1.5975424999999999
Photographic film in rolls,3702 HS92,$69.1M,$6.11B,0.683,Chemicals,69.1,6110,6.11,3702,1995,0.9718899999999999
Photographic paper,3703 HS92,$43.2M,$3.50B,0.749,Chemicals,43.2,3500,3.5,3703,1995,1.2006413
Chemical preparations for photographic uses,3707 HS92,$53.4M,$3.97B,0.821,Chemicals,53.4,3970,3.97,3707,1995,1.2967520000000001
Artificial graphite,3801 HS92,$41.1M,$612M,4.04,Chemicals,41.1,612,0.612,3801,1995,0.4184041
Activated carbon,3802 HS92,$2.74M,$727M,0.228,Chemicals,2.74,727,0.727,3802,1995,0.03863244
Rosin and resin acids,3806 HS92,$911k,$889M,0.0653,Chemicals,0.911,889,0.889,3806,1995,-0.18091431
"Insecticides, rodenticides, fungicides, etc.",3808 HS92,$676M,$10.4B,3.93,Chemicals,676,10400,10.4,3808,1995,-0.2139344
Finishing agents,3809 HS92,$84.0M,$1.66B,3.24,Chemicals,84,1660,1.66,3809,1995,0.8314769000000001
Pickling preparations for metal surfaces,3810 HS92,$10.5M,$457M,1.43,Chemicals,10.5,457,0.457,3810,1995,1.2572706
Anti-knock,3811 HS92,$10.8M,$5.01B,0.132,Chemicals,10.8,5010,5.01,3811,1995,1.5279281999999998
Stabilizers for rubber or plastic,3812 HS92,$138M,$1.74B,5.24,Chemicals,138,1740,1.74,3812,1995,0.4628788
Organic composite solvents and thinners,3814 HS92,$11.3M,$637M,1.1,Chemicals,11.3,637,0.637,3814,1995,0.57059056
Catalytic preparations,3815 HS92,$10.8M,$3.37B,0.191,Chemicals,10.8,3370,3.37,3815,1995,1.5227836000000001
Refractory cements,3816 HS92,$3.70M,$829M,0.267,Chemicals,3.7,829,0.829,3816,1995,1.1036133
Mixed alkylbenzenes,3817 HS92,$989k,$746M,0.0813,Chemicals,0.989,746,0.746,3817,1995,0.22334018
Chemical elements for electronics,3818 HS92,$2.93M,$3.28B,0.0643,Chemicals,2.93,3280,3.28,3818,1995,1.6227850000000001
Prepared culture media for micro-organisms,3821 HS92,$1.26M,$323M,0.232,Chemicals,1.26,323,0.323,3821,1995,1.5467073999999998
Diagnostic or laboratory reagents,3822 HS92,$131M,$3.93B,1.99,Chemicals,131,3930,3.93,3822,1995,2.1204245
Industrial monocarboxylic fatty acids,3823 HS92,$251M,$10.6B,1.43,Chemicals,251,10600,10.6,3823,1995,1.4192419
Polymers of ethylene,3901 HS92,$39.1M,$16.9B,0.142,Chemicals,39.1,16900,16.9,3901,1995,0.2966486
Polymers of propylene,3902 HS92,$15.1M,$9.03B,0.103,Chemicals,15.1,9030,9.03,3902,1995,0.565439
Polymers of styrene,3903 HS92,$8.51M,$11.4B,0.0547,Chemicals,8.51,11400,11.4,3903,1995,0.5835249
Polymers of vinyl chloride,3904 HS92,$60.8M,$7.93B,0.479,Chemicals,60.8,7930,7.93,3904,1995,0.5133825
Polymers of vinyl acetate,3905 HS92,$83.3M,$2.09B,2.53,Chemicals,83.3,2090,2.09,3905,1995,1.0433521000000001
Acrylic polymers,3906 HS92,$26.7M,$4.77B,0.34,Chemicals,26.7,4770,4.77,3906,1995,1.0009682
Polyacetals,3907 HS92,$371M,$16.8B,1.42,Chemicals,371,16800,16.8,3907,1995,0.89337444
Polyamides,3908 HS92,$311M,$4.14B,4.53,Chemicals,311,4140,4.14,3908,1995,1.4920961000000001
Amino-resins,3909 HS92,$124M,$4.02B,1.9,Chemicals,124,4020,4.02,3909,1995,1.3314346000000001
Silicones in primary forms,3910 HS92,$12.3M,$2.29B,0.328,Chemicals,12.3,2290,2.29,3910,1995,1.0183494
Petroleum resins,3911 HS92,$12.7M,$3.85B,0.198,Chemicals,12.7,3850,3.85,3911,1995,2.2781432
Cellulose n.e.c.,3912 HS92,$11.3M,$2.14B,0.322,Chemicals,11.3,2140,2.14,3912,1995,1.1684173
Natural polymers,3913 HS92,$6.53M,$609M,0.654,Chemicals,6.53,609,0.609,3913,1995,0.3083078
Ion-exchangers based on polymers,3914 HS92,$1.53M,$1.05B,0.0872,Chemicals,1.53,1050,1.05,3914,1995,1.7709390999999999
Plastic waste,3915 HS92,$16.6M,$953M,1.18,Chemicals,16.6,953,0.953,3915,1995,-0.025190614
Monofilament,3916 HS92,$22.7M,$1.60B,0.856,Chemicals,22.7,1600,1.6,3916,1995,1.4718196000000001
Plastic tubes and fittings,3917 HS92,$263M,$5.48B,2.92,Chemicals,263,5480,5.48,3917,1995,0.30505913
Plastic floor coverings,3918 HS92,$32.9M,$1.88B,1.09,Chemicals,32.9,1880,1.88,3918,1995,0.9777173000000001
Self-adhesive plastic sheets,3919 HS92,$65.6M,$4.17B,0.987,Chemicals,65.6,4170,4.17,3919,1995,1.5817778999999998
"Other plates of plastics, noncellular and not reinforced",3920 HS92,$284M,$17.6B,1.03,Chemicals,284,17600,17.6,3920,1995,1.287636
"Other plastic plates, sheets etc.",3921 HS92,$362M,$7.67B,3.02,Chemicals,362,7670,7.67,3921,1995,0.8998867
"Baths, sinks etc.",3922 HS92,$108M,$1.26B,5.15,Chemicals,108,1260,1.26,3922,1995,0.7117594
Packing lids,3923 HS92,$288M,$12.7B,1.43,Chemicals,288,12700,12.7,3923,1995,-0.0787249
Plastic household articles,3924 HS92,$60.4M,$4.28B,0.946,Chemicals,60.4,4280,4.28,3924,1995,-0.46975473
Plastic builders' ware,3925 HS92,$31.9M,$2.84B,0.71,Chemicals,31.9,2840,2.84,3925,1995,0.6763249
Other articles of plastic,3926 HS92,$302M,$17.9B,1.1,Chemicals,302,17900,17.9,3926,1995,0.5295231
Natural rubber,4001 HS92,$575k,$7.09B,0.0049,Chemicals,0.575,7090,7.09,4001,1995,-2.9403806
Synthetic rubber,4002 HS92,$14.6M,$7.17B,0.127,Chemicals,14.6,7170,7.17,4002,1995,0.65822214
Compounded rubber,4005 HS92,$12.4M,$1.41B,0.53,Chemicals,12.4,1410,1.41,4005,1995,1.7691385
Vulcanized rubber plates,4008 HS92,$28.0M,$1.66B,1.02,Chemicals,28,1660,1.66,4008,1995,0.7643239000000001
Vulcanized rubber tubes,4009 HS92,$10.3M,$2.93B,0.21,Chemicals,10.3,2930,2.93,4009,1995,1.2069829
Conveyor belts of vulcanized rubber,4010 HS92,$76.4M,$2.08B,2.22,Chemicals,76.4,2080,2.08,4010,1995,0.82605225
New pneumatic tires of rubber,4011 HS92,$16.2M,$20.9B,0.0472,Chemicals,16.2,20900,20.9,4011,1995,0.16417775
Used pneumatic tires of rubber,4012 HS92,$12.8M,$972M,0.806,Chemicals,12.8,972,0.972,4012,1995,0.14540023
Rubber inner tubes,4013 HS92,$292k,$645M,0.0299,Chemicals,0.292,645,0.645,4013,1995,-0.64511913
Rubber hygenic or pharmeceutical items,4014 HS92,$1.55M,$452M,0.209,Chemicals,1.55,452,0.452,4014,1995,0.11557439
Vulcanized rubber articles of apparel,4015 HS92,$2.57M,$1.76B,0.0889,Chemicals,2.57,1760,1.76,4015,1995,-1.2713852
Other articles of vulcanized rubber,4016 HS92,$58.8M,$6.48B,0.565,Chemicals,58.8,6480,6.48,4016,1995,0.9322896
Raw hides of bovines or equines,4101 HS92,$56.2M,$4.44B,0.76,Agriculture,56.2,4440,4.44,4101,1995,-1.371443
Raw skins of sheep or lambs,4102 HS92,$2.08M,$1.17B,0.11,Agriculture,2.08,1170,1.17,4102,1995,-1.7863342
Tanned hides of bovines or equines,4104 HS92,$25.1M,$10.7B,0.152,Agriculture,25.1,10700,10.7,4104,1995,-1.2888632
Tanned sheepskins,4105 HS92,$837k,$1.60B,0.0318,Agriculture,0.837,1600,1.6,4105,1995,-1.5433592
Tanned skins of other animals,4106 HS92,$790k,$694M,0.0706,Agriculture,0.79,694,0.694,4106,1995,-1.9654865
Bovine leather further prepared,4107 HS92,$1.84M,$897M,0.161,Agriculture,1.84,897,0.897,4107,1995,-0.945666
Saddlery and harnesses,4201 HS92,$12.0M,$307M,2.63,Agriculture,12,307,0.307,4201,1995,-0.50367147
Trunks or cases,4202 HS92,$109M,$15.1B,0.482,Agriculture,109,15100,15.1,4202,1995,-1.0942916
Leather apparel,4203 HS92,$12.4M,$6.02B,0.127,Agriculture,12.4,6020,6.02,4203,1995,-1.128107
Other articles of leather,4205 HS92,$1.90M,$508M,0.23,Agriculture,1.9,508,0.508,4205,1995,-0.65886915
Other raw furskins,4301 HS92,$7.59M,$1.13B,0.417,Agriculture,7.59,1130,1.13,4301,1995,-0.5108331
Other tanned furskins,4302 HS92,$3.69M,$1.20B,0.194,Agriculture,3.69,1200,1.2,4302,1995,-0.13630782
Furskin apparel,4303 HS92,$3.83M,$1.04B,0.245,Agriculture,3.83,1040,1.04,4303,1995,-0.40005922
Fuel wood,4401 HS92,$7.56M,$2.57B,0.177,Agriculture,7.56,2570,2.57,4401,1995,-1.4684082
Wood in the rough,4403 HS92,$101M,$10.7B,0.576,Agriculture,101,10700,10.7,4403,1995,-2.095333
Wood sawn lengthwise,4407 HS92,$34.9M,$24.6B,0.0848,Agriculture,34.9,24600,24.6,4407,1995,-1.461671
Sheets for veneering for plywood,4408 HS92,$40.9M,$2.25B,1.1,Agriculture,40.9,2250,2.25,4408,1995,-1.1583006
Wood shaped along its edges,4409 HS92,$2.55M,$2.21B,0.0699,Agriculture,2.55,2210,2.21,4409,1995,-0.74389446
Particle board and similar board,4410 HS92,$101M,$3.61B,1.67,Agriculture,101,3610,3.61,4410,1995,0.3177649
Fiberboard of wood,4411 HS92,$28.1M,$2.11B,0.801,Agriculture,28.1,2110,2.11,4411,1995,0.05348758
Plywood,4412 HS92,$5.85M,$8.70B,0.042,Agriculture,5.85,8700,8.7,4412,1995,-1.3892908
Wooden frames,4414 HS92,$1.86M,$481M,0.255,Agriculture,1.86,481,0.481,4414,1995,-1.2645903
Packing boxes,4415 HS92,$5.28M,$958M,0.332,Agriculture,5.28,958,0.958,4415,1995,0.12700452
Wood carpentry for construction,4418 HS92,$67.7M,$5.26B,0.771,Agriculture,67.7,5260,5.26,4418,1995,-0.13190186
"Wood marquetry, ornaments, etc.",4420 HS92,$8.20M,$929M,0.608,Agriculture,8.2,929,0.929,4420,1995,-1.7462687
Other articles of wood,4421 HS92,$32.8M,$2.19B,0.973,Agriculture,32.8,2190,2.19,4421,1995,-0.6344147
Basketwork,4602 HS92,$479k,$937M,0.0322,Agriculture,0.479,937,0.937,4602,1995,-1.8516166
"Chemical woodpulp, dissolving grade",4702 HS92,$1.79M,$1.45B,0.0808,Agriculture,1.79,1450,1.45,4702,1995,0.14237472
"Chemical woodpulp, soda or sulfate",4703 HS92,$6.82M,$19.2B,0.0211,Agriculture,6.82,19200,19.2,4703,1995,-0.055132654
Semichemical woodpulp,4705 HS92,$47.5k,$875M,0.0033,Agriculture,0.0475,875,0.875,4705,1995,0.6557808
Paper waste,4707 HS92,$46.0M,$3.62B,0.772,Agriculture,46,3620,3.62,4707,1995,-0.2888395
Newsprint,4801 HS92,$57.3M,$11.4B,0.299,Agriculture,57.3,11400,11.4,4801,1995,0.3018034
Paper used for graphic purposes,4802 HS92,$120M,$13.7B,0.528,Agriculture,120,13700,13.7,4802,1995,0.82540214
Tissue,4803 HS92,$24.5M,$1.31B,1.13,Agriculture,24.5,1310,1.31,4803,1995,0.03501539
Uncoated kraft paper and paperboard,4804 HS92,$27.7M,$8.30B,0.201,Agriculture,27.7,8300,8.3,4804,1995,0.32616073
Other uncoated paper and paperboard,4805 HS92,$151M,$5.56B,1.69,Agriculture,151,5560,5.56,4805,1995,0.46191689999999996
Transparent paper,4806 HS92,$26.9M,$660M,2.45,Agriculture,26.9,660,0.66,4806,1995,1.3994693
Corrugated paper and paperboard,4808 HS92,$57.3M,$857M,4.16,Agriculture,57.3,857,0.857,4808,1995,0.18628222
Carbon paper,4809 HS92,$6.01M,$1.33B,0.272,Agriculture,6.01,1330,1.33,4809,1995,0.9384239
"Paper and paperboard, coated with kaolin",4810 HS92,$391M,$20.7B,1.14,Agriculture,391,20700,20.7,4810,1995,1.6823918999999998
"Cellulose wadding, coated",4811 HS92,$137M,$7.40B,1.12,Agriculture,137,7400,7.4,4811,1995,1.2749751
Cigarette paper,4813 HS92,$7.60M,$897M,0.527,Agriculture,7.6,897,0.897,4813,1995,1.0181099
Wallpaper,4814 HS92,$1.64M,$1.20B,0.0824,Agriculture,1.64,1200,1.2,4814,1995,0.34442708
Letterstock,4817 HS92,$20.1M,$580M,2.13,Agriculture,20.1,580,0.58,4817,1995,0.47495568
Toilet paper,4818 HS92,$59.3M,$6.97B,0.515,Agriculture,59.3,6970,6.97,4818,1995,0.3266372
Cardboard packing containers,4819 HS92,$179M,$7.70B,1.42,Agriculture,179,7700,7.7,4819,1995,-0.15544656
Notebooks,4820 HS92,$33.4M,$2.23B,0.96,Agriculture,33.4,2230,2.23,4820,1995,-0.43787143
Paper labels,4821 HS92,$15.0M,$1.58B,0.627,Agriculture,15,1580,1.58,4821,1995,0.6476376
Other paper cut to size,4823 HS92,$83.5M,$6.14B,0.838,Agriculture,83.5,6140,6.14,4823,1995,0.5112085
"Books, brochures etc.",4901 HS92,$163M,$9.87B,1.06,Agriculture,163,9870,9.87,4901,1995,0.2953024
"Newspapers, journals and periodicals",4902 HS92,$85.1M,$4.88B,1.05,Agriculture,85.1,4880,4.88,4902,1995,0.7069628000000001
Unused stamps,4907 HS92,$8.61M,$718M,0.765,Agriculture,8.61,718,0.718,4907,1995,-0.9663805
Transfers (decalcomanias),4908 HS92,$2.04M,$508M,0.246,Agriculture,2.04,508,0.508,4908,1995,1.3784653999999998
Printed or illustrated postcards,4909 HS92,$19.0M,$590M,2,Agriculture,19,590,0.59,4909,1995,-0.16688795
Other printed matter,4911 HS92,$218M,$5.74B,2.31,Agriculture,218,5740,5.74,4911,1995,1.3769238000000001
Woven silk fabrics,5007 HS92,$16.7M,$2.16B,0.501,Textiles,16.7,2160,2.16,5007,1995,-0.7288714
Wool,5101 HS92,$1.47M,$3.80B,0.0234,Textiles,1.47,3800,3.8,5101,1995,-1.1889105
"Wool, combed",5105 HS92,$15.9M,$2.17B,0.462,Textiles,15.9,2170,2.17,5105,1995,-0.1735996
"Yarn of combed wool, not for retail sale",5107 HS92,$73.0M,$1.44B,3.35,Textiles,73,1440,1.44,5107,1995,0.07930539
Woven fabrics of carded wool,5111 HS92,$12.4M,$1.93B,0.385,Textiles,12.4,1930,1.93,5111,1995,0.09801753
Woven fabrics of combed wool,5112 HS92,$41.0M,$3.20B,0.77,Textiles,41,3200,3.2,5112,1995,0.31435615
Raw cotton,5201 HS92,$20.3M,$9.28B,0.138,Textiles,20.3,9280,9.28,5201,1995,-2.0824564
Cotton yarn of > 85%,5205 HS92,$164M,$6.33B,1.63,Textiles,164,6330,6.33,5205,1995,-1.3126212
Woven fabrics of cotton of > 85% weighing < 200 g/m2,5208 HS92,$197M,$9.58B,1.41,Textiles,197,9580,9.58,5208,1995,-1.3159721
Woven fabrics of cotton of < 85% weighing > 200 g/m2,5209 HS92,$64.8M,$7.14B,0.654,Textiles,64.8,7140,7.14,5209,1995,-1.003875
Woven fabrics of cotton of < 85% weighing < 200 g/m2,5210 HS92,$28.5M,$1.70B,1.07,Textiles,28.5,1700,1.7,5210,1995,-0.6674561
Woven fabrics of cotton of < 85% weighing > 200 g/m2,5211 HS92,$8.45M,$1.15B,0.481,Textiles,8.45,1150,1.15,5211,1995,-0.20652342
Woven fabrics of flax,5309 HS92,$8.84M,$1.17B,0.514,Textiles,8.84,1170,1.17,5309,1995,0.44068402
Synthetic sowing thread,5401 HS92,$6.26M,$677M,0.599,Textiles,6.26,677,0.677,5401,1995,0.17207572
Synthetic filament yarn,5402 HS92,$339M,$11.8B,2.05,Textiles,339,11800,11.8,5402,1995,0.31565390000000004
Artificial filament yarn,5403 HS92,$12.2M,$2.09B,0.356,Textiles,12.2,2090,2.09,5403,1995,-0.04455094
"Synthetic monofilament >67 dtex, thickness < 1mm",5404 HS92,$16.8M,$859M,1.31,Textiles,16.8,859,0.859,5404,1995,0.70990497
Woven fabrics of synthetic filament yarn,5407 HS92,$78.8M,$14.9B,0.379,Textiles,78.8,14900,14.9,5407,1995,-0.7782698
Woven fabrics of artificial filament yarn,5408 HS92,$44.3M,$3.36B,0.829,Textiles,44.3,3360,3.36,5408,1995,-0.18720518
Synthetic filament tow,5501 HS92,$1.19M,$911M,0.0826,Textiles,1.19,911,0.911,5501,1995,0.08023454
Artificial filament tow,5502 HS92,$4.10M,$1.35B,0.181,Textiles,4.1,1350,1.35,5502,1995,0.7578431
Synthetic staple fibers,5503 HS92,$76.3M,$5.40B,0.959,Textiles,76.3,5400,5.4,5503,1995,0.28458157
"Artificial staple fibers, not processed for spinning",5504 HS92,$1.16M,$1.71B,0.0409,Textiles,1.16,1710,1.71,5504,1995,0.6267590999999999
"Yarn of synthetic staple fibers, not for retail sale",5509 HS92,$25.7M,$4.00B,0.453,Textiles,25.7,4000,4,5509,1995,-0.56907
"Yarn of artificial staple fibers, not for retail sale",5510 HS92,$10.5M,$787M,0.922,Textiles,10.5,787,0.787,5510,1995,-0.000597565
Woven fabrics of > 85% synthetic staple fibers,5512 HS92,$31.4M,$2.07B,1.08,Textiles,31.4,2070,2.07,5512,1995,-0.23303895
Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2,5513 HS92,$4.11M,$3.11B,0.092,Textiles,4.11,3110,3.11,5513,1995,-1.1487393
Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2,5514 HS92,$3.58M,$1.21B,0.195,Textiles,3.58,1210,1.21,5514,1995,-0.6432062
Other woven fabrics of synthetic staple fibers,5515 HS92,$18.5M,$2.85B,0.425,Textiles,18.5,2850,2.85,5515,1995,-0.5857598
Woven fabrics of artificial staple fibers,5516 HS92,$48.2M,$5.41B,0.574,Textiles,48.2,5410,5.41,5516,1995,-0.3327519
Wadding of textile materials,5601 HS92,$53.0M,$1.10B,3.07,Textiles,53,1100,1.1,5601,1995,-0.030227281
Felt,5602 HS92,$2.63M,$708M,0.224,Textiles,2.63,708,0.708,5602,1995,1.0647367
Nonwoven textiles,5603 HS92,$20.4M,$4.34B,0.296,Textiles,20.4,4340,4.34,5603,1995,1.2703316
Twine and ropes of baste fibers,5607 HS92,$10.8M,$919M,0.749,Textiles,10.8,919,0.919,5607,1995,-1.0364656
Nets,5608 HS92,$558k,$485M,0.0779,Textiles,0.558,485,0.485,5608,1995,-1.134399
"Carpets, knotted",5701 HS92,$6.51M,$1.89B,0.225,Textiles,6.51,1890,1.89,5701,1995,-1.6152098
Woven carpets and rugs,5702 HS92,$27.8M,$2.12B,0.785,Textiles,27.8,2120,2.12,5702,1995,-0.9372746
"Carpets, tufted",5703 HS92,$26.0M,$4.13B,0.378,Textiles,26,4130,4.13,5703,1995,0.39161202
Other carpets,5705 HS92,$2.97M,$413M,0.434,Textiles,2.97,413,0.413,5705,1995,-0.37698358
Woven pile fabrics,5801 HS92,$9.20M,$1.94B,0.314,Textiles,9.2,1940,1.94,5801,1995,-0.2822903
Lace and net fabrics,5804 HS92,$5.86M,$727M,0.636,Textiles,5.86,727,0.727,5804,1995,-0.8091691
Narrow woven fabrics,5806 HS92,$36.6M,$1.44B,1.85,Textiles,36.6,1440,1.44,5806,1995,0.1860704
Labels and badges of textiles,5807 HS92,$1.79M,$556M,0.239,Textiles,1.79,556,0.556,5807,1995,-0.047194194
Embroidery in the piece,5810 HS92,$131M,$957M,9.13,Textiles,131,957,0.957,5810,1995,-0.21228762
Tire cord fabric,5902 HS92,$448k,$1.12B,0.0247,Textiles,0.448,1120,1.12,5902,1995,-0.16944797
Textile fabrics impregnated with plastics,5903 HS92,$47.2M,$5.12B,0.753,Textiles,47.2,5120,5.12,5903,1995,0.3580816
Rubberized textile fabrics,5906 HS92,$20.3M,$776M,1.67,Textiles,20.3,776,0.776,5906,1995,1.1241646
Textile articles for technical use,5911 HS92,$171M,$2.02B,5.08,Textiles,171,2020,2.02,5911,1995,1.5546961000000001
"Pile fabrics, knit",6001 HS92,$3.26M,$1.80B,0.137,Textiles,3.26,1800,1.8,6001,1995,-0.24747385
Other knitted fabrics,6002 HS92,$104M,$8.60B,1.01,Textiles,104,8600,8.6,6002,1995,-0.47894442
"Men's overcoats, knit",6101 HS92,$352k,$411M,0.0564,Textiles,0.352,411,0.411,6101,1995,-1.4950696
"Women's overcoats, knit",6102 HS92,$436k,$350M,0.0894,Textiles,0.436,350,0.35,6102,1995,-1.417255
"Men's suits, knit",6103 HS92,$2.01M,$1.71B,0.0747,Textiles,2.01,1710,1.71,6103,1995,-1.7097492
"Women's suits, knit",6104 HS92,$6.76M,$5.81B,0.0796,Textiles,6.76,5810,5.81,6104,1995,-1.5279757
"Men's shirts, knit",6105 HS92,$980k,$3.87B,0.017,Textiles,0.98,3870,3.87,6105,1995,-2.0459452
"Women's shirts, knit",6106 HS92,$1.03M,$2.52B,0.0291,Textiles,1.03,2520,2.52,6106,1995,-1.7982401
"Men's undergarments, knit",6107 HS92,$30.3M,$1.97B,1.01,Textiles,30.3,1970,1.97,6107,1995,-1.4811269
"Women's undergarments, knit",6108 HS92,$71.0M,$4.64B,1.01,Textiles,71,4640,4.64,6108,1995,-1.3727082
"T-shirts, knit",6109 HS92,$30.4M,$9.31B,0.21,Textiles,30.4,9310,9.31,6109,1995,-1.6830959
"Sweaters, pullovers, sweatshirts etc., knit",6110 HS92,$37.8M,$20.4B,0.132,Textiles,37.8,20400,20.4,6110,1995,-1.6186204
"Babies' garments, knit",6111 HS92,$2.17M,$2.13B,0.0699,Textiles,2.17,2130,2.13,6111,1995,-1.3744022
